from_stop_I;to_stop_I;attr_dict
27458;27457;{'route_I_counts': {1071: 318}, 'd': 2604, 'n_vehicles': 318, 'duration_avg': 148.30188679245282}
27459;27384;{'route_I_counts': {1071: 318}, 'd': 2751, 'n_vehicles': 318, 'duration_avg': 158.8679245283019}
27459;27460;{'route_I_counts': {1071: 325}, 'd': 1714, 'n_vehicles': 325, 'duration_avg': 103.01538461538462}
27460;27459;{'route_I_counts': {1071: 318}, 'd': 1714, 'n_vehicles': 318, 'duration_avg': 127.73584905660377}
27460;27484;{'route_I_counts': {1071: 13}, 'd': 5770, 'n_vehicles': 13, 'duration_avg': 240.0}
27460;27461;{'route_I_counts': {1071: 312}, 'd': 2747, 'n_vehicles': 312, 'duration_avg': 145.19230769230768}
27461;27460;{'route_I_counts': {1071: 300}, 'd': 2747, 'n_vehicles': 300, 'duration_avg': 157.8}
27461;27492;{'route_I_counts': {1071: 127}, 'd': 2263, 'n_vehicles': 127, 'duration_avg': 98.74015748031496}
27461;27462;{'route_I_counts': {1071: 185}, 'd': 4084, 'n_vehicles': 185, 'duration_avg': 199.45945945945945}
27462;27465;{'route_I_counts': {1071: 43}, 'd': 4597, 'n_vehicles': 43, 'duration_avg': 249.7674418604651}
27462;27461;{'route_I_counts': {1071: 177}, 'd': 4084, 'n_vehicles': 177, 'duration_avg': 193.22033898305085}
27462;27463;{'route_I_counts': {1071: 142}, 'd': 1878, 'n_vehicles': 142, 'duration_avg': 131.40845070422534}
27463;27464;{'route_I_counts': {1071: 127}, 'd': 1303, 'n_vehicles': 127, 'duration_avg': 68.50393700787401}
27463;27465;{'route_I_counts': {1071: 15}, 'd': 2857, 'n_vehicles': 15, 'duration_avg': 144.0}
27463;27462;{'route_I_counts': {1071: 140}, 'd': 1878, 'n_vehicles': 140, 'duration_avg': 123.0}
840;651;{'route_I_counts': {170: 18, 171: 13}, 'd': 5436, 'n_vehicles': 31, 'duration_avg': 298.06451612903226}
840;626;{'route_I_counts': {166: 5, 167: 3}, 'd': 9793, 'n_vehicles': 8, 'duration_avg': 480.0}
840;371;{'route_I_counts': {164: 2, 166: 49, 167: 47}, 'd': 3967, 'n_vehicles': 98, 'duration_avg': 230.20408163265307}
840;668;{'route_I_counts': {169: 6, 170: 69, 171: 56}, 'd': 1616, 'n_vehicles': 131, 'duration_avg': 140.15267175572518}
840;650;{'route_I_counts': {169: 7}, 'd': 2908, 'n_vehicles': 7, 'duration_avg': 240.0}
27465;27464;{'route_I_counts': {1071: 137}, 'd': 1663, 'n_vehicles': 137, 'duration_avg': 85.83941605839416}
27465;27466;{'route_I_counts': {1071: 178}, 'd': 2378, 'n_vehicles': 178, 'duration_avg': 112.58426966292134}
27465;27462;{'route_I_counts': {1071: 30}, 'd': 4597, 'n_vehicles': 30, 'duration_avg': 276.0}
27465;27463;{'route_I_counts': {1071: 10}, 'd': 2857, 'n_vehicles': 10, 'duration_avg': 222.0}
27466;27465;{'route_I_counts': {1071: 159}, 'd': 2378, 'n_vehicles': 159, 'duration_avg': 113.20754716981132}
27466;27467;{'route_I_counts': {1071: 135}, 'd': 2628, 'n_vehicles': 135, 'duration_avg': 125.77777777777777}
27466;27468;{'route_I_counts': {1071: 6}, 'd': 3913, 'n_vehicles': 6, 'duration_avg': 180.0}
27466;27469;{'route_I_counts': {1071: 37}, 'd': 5509, 'n_vehicles': 37, 'duration_avg': 256.2162162162162}
27467;27465;{'route_I_counts': {1071: 10}, 'd': 5003, 'n_vehicles': 10, 'duration_avg': 216.0}
27467;27466;{'route_I_counts': {1071: 123}, 'd': 2628, 'n_vehicles': 123, 'duration_avg': 115.60975609756098}
27467;27468;{'route_I_counts': {1071: 135}, 'd': 1350, 'n_vehicles': 135, 'duration_avg': 70.66666666666667}
27468;27466;{'route_I_counts': {1071: 6}, 'd': 3913, 'n_vehicles': 6, 'duration_avg': 190.0}
27468;27467;{'route_I_counts': {1071: 121}, 'd': 1350, 'n_vehicles': 121, 'duration_avg': 72.39669421487604}
27468;27469;{'route_I_counts': {1071: 141}, 'd': 1606, 'n_vehicles': 141, 'duration_avg': 134.89361702127658}
27469;27472;{'route_I_counts': {1071: 8}, 'd': 9901, 'n_vehicles': 8, 'duration_avg': 457.5}
27469;27466;{'route_I_counts': {1071: 30}, 'd': 5509, 'n_vehicles': 30, 'duration_avg': 238.0}
27469;27467;{'route_I_counts': {1071: 12}, 'd': 2902, 'n_vehicles': 12, 'duration_avg': 180.0}
27469;27468;{'route_I_counts': {1071: 127}, 'd': 1606, 'n_vehicles': 127, 'duration_avg': 85.03937007874016}
27469;27470;{'route_I_counts': {1071: 106}, 'd': 3960, 'n_vehicles': 106, 'duration_avg': 174.9056603773585}
27470;27469;{'route_I_counts': {1071: 107}, 'd': 3960, 'n_vehicles': 107, 'duration_avg': 179.4392523364486}
27470;27471;{'route_I_counts': {1071: 106}, 'd': 5167, 'n_vehicles': 106, 'duration_avg': 192.45283018867926}
27471;27472;{'route_I_counts': {1071: 106}, 'd': 1743, 'n_vehicles': 106, 'duration_avg': 182.26415094339623}
27471;27470;{'route_I_counts': {1071: 107}, 'd': 5167, 'n_vehicles': 107, 'duration_avg': 189.53271028037383}
27472;27469;{'route_I_counts': {1071: 8}, 'd': 9901, 'n_vehicles': 8, 'duration_avg': 435.0}
27472;27471;{'route_I_counts': {1071: 107}, 'd': 1743, 'n_vehicles': 107, 'duration_avg': 98.69158878504673}
27473;27474;{'route_I_counts': {1078: 27, 1071: 92}, 'd': 1710, 'n_vehicles': 119, 'duration_avg': 118.99159663865547}
27474;27473;{'route_I_counts': {1078: 31, 1071: 95}, 'd': 1710, 'n_vehicles': 126, 'duration_avg': 179.52380952380952}
27474;27475;{'route_I_counts': {1078: 27, 1071: 92}, 'd': 3612, 'n_vehicles': 119, 'duration_avg': 211.76470588235293}
27475;27474;{'route_I_counts': {1078: 31, 1071: 95}, 'd': 3612, 'n_vehicles': 126, 'duration_avg': 208.0952380952381}
27475;27476;{'route_I_counts': {1078: 27, 1071: 92}, 'd': 2487, 'n_vehicles': 119, 'duration_avg': 173.94957983193277}
27476;27136;{'route_I_counts': {1078: 27, 1071: 92}, 'd': 2559, 'n_vehicles': 119, 'duration_avg': 141.68067226890756}
27476;27475;{'route_I_counts': {1078: 31, 1071: 95}, 'd': 2487, 'n_vehicles': 126, 'duration_avg': 171.9047619047619}
27477;27136;{'route_I_counts': {1078: 31, 1071: 95}, 'd': 2314, 'n_vehicles': 126, 'duration_avg': 146.66666666666666}
27477;27161;{'route_I_counts': {1078: 27, 1071: 58}, 'd': 5614, 'n_vehicles': 85, 'duration_avg': 302.11764705882354}
27477;27091;{'route_I_counts': {1071: 34}, 'd': 6861, 'n_vehicles': 34, 'duration_avg': 420.0}
27478;27481;{'route_I_counts': {1071: 34}, 'd': 3870, 'n_vehicles': 34, 'duration_avg': 213.52941176470588}
27478;27493;{'route_I_counts': {1071: 111}, 'd': 1996, 'n_vehicles': 111, 'duration_avg': 248.64864864864865}
27478;27479;{'route_I_counts': {1071: 106}, 'd': 1267, 'n_vehicles': 106, 'duration_avg': 78.11320754716981}
27479;27480;{'route_I_counts': {1071: 106}, 'd': 1650, 'n_vehicles': 106, 'duration_avg': 60.0}
27479;27478;{'route_I_counts': {1071: 113}, 'd': 1267, 'n_vehicles': 113, 'duration_avg': 128.49557522123894}
856;648;{'route_I_counts': {169: 1, 170: 7, 171: 2}, 'd': 2959, 'n_vehicles': 10, 'duration_avg': 240.0}
856;369;{'route_I_counts': {169: 10, 170: 58, 171: 61}, 'd': 1727, 'n_vehicles': 129, 'duration_avg': 140.0}
856;651;{'route_I_counts': {164: 11, 166: 86, 167: 72}, 'd': 2395, 'n_vehicles': 169, 'duration_avg': 177.8698224852071}
856;824;{'route_I_counts': {169: 2, 170: 29, 171: 6}, 'd': 4688, 'n_vehicles': 37, 'duration_avg': 300.0}
27481;27480;{'route_I_counts': {1071: 113}, 'd': 1248, 'n_vehicles': 113, 'duration_avg': 92.38938053097345}
27481;27482;{'route_I_counts': {1071: 122}, 'd': 1867, 'n_vehicles': 122, 'duration_avg': 117.04918032786885}
27481;27483;{'route_I_counts': {1071: 19}, 'd': 3487, 'n_vehicles': 19, 'duration_avg': 180.0}
27481;27478;{'route_I_counts': {1071: 29}, 'd': 3870, 'n_vehicles': 29, 'duration_avg': 271.0344827586207}
27482;27481;{'route_I_counts': {1071: 136}, 'd': 1867, 'n_vehicles': 136, 'duration_avg': 134.11764705882354}
27482;27483;{'route_I_counts': {1071: 122}, 'd': 1620, 'n_vehicles': 122, 'duration_avg': 60.0}
27483;27456;{'route_I_counts': {1071: 32}, 'd': 1904, 'n_vehicles': 32, 'duration_avg': 120.0}
27483;27481;{'route_I_counts': {1071: 13}, 'd': 3487, 'n_vehicles': 13, 'duration_avg': 133.84615384615384}
27483;27482;{'route_I_counts': {1071: 136}, 'd': 1620, 'n_vehicles': 136, 'duration_avg': 138.08823529411765}
27483;27455;{'route_I_counts': {1071: 109}, 'd': 871, 'n_vehicles': 109, 'duration_avg': 71.0091743119266}
27484;27460;{'route_I_counts': {1071: 18}, 'd': 5770, 'n_vehicles': 18, 'duration_avg': 300.0}
27484;27492;{'route_I_counts': {1071: 123}, 'd': 1201, 'n_vehicles': 123, 'duration_avg': 120.0}
27484;27485;{'route_I_counts': {1071: 140}, 'd': 1582, 'n_vehicles': 140, 'duration_avg': 69.0}
27485;27484;{'route_I_counts': {1071: 141}, 'd': 1582, 'n_vehicles': 141, 'duration_avg': 110.63829787234043}
27485;27486;{'route_I_counts': {1071: 140}, 'd': 1775, 'n_vehicles': 140, 'duration_avg': 112.71428571428571}
27486;27485;{'route_I_counts': {1071: 141}, 'd': 1775, 'n_vehicles': 141, 'duration_avg': 131.91489361702128}
27486;27487;{'route_I_counts': {1071: 140}, 'd': 1003, 'n_vehicles': 140, 'duration_avg': 60.42857142857143}
27487;27488;{'route_I_counts': {1071: 140}, 'd': 1765, 'n_vehicles': 140, 'duration_avg': 102.0}
27487;27486;{'route_I_counts': {1071: 141}, 'd': 1003, 'n_vehicles': 141, 'duration_avg': 97.44680851063829}
27488;27489;{'route_I_counts': {1071: 140}, 'd': 1311, 'n_vehicles': 140, 'duration_avg': 89.57142857142857}
27488;27487;{'route_I_counts': {1071: 141}, 'd': 1765, 'n_vehicles': 141, 'duration_avg': 145.95744680851064}
27489;27488;{'route_I_counts': {1071: 141}, 'd': 1311, 'n_vehicles': 141, 'duration_avg': 133.19148936170214}
27489;27490;{'route_I_counts': {1071: 106}, 'd': 2671, 'n_vehicles': 106, 'duration_avg': 120.0}
27490;27489;{'route_I_counts': {1071: 110}, 'd': 2671, 'n_vehicles': 110, 'duration_avg': 180.0}
27490;27491;{'route_I_counts': {1071: 106}, 'd': 2183, 'n_vehicles': 106, 'duration_avg': 239.43396226415095}
867;288;{'route_I_counts': {168: 140, 169: 13, 170: 94, 171: 69}, 'd': 4693, 'n_vehicles': 316, 'duration_avg': 254.0506329113924}
867;452;{'route_I_counts': {164: 11, 165: 140, 166: 93, 167: 72}, 'd': 2541, 'n_vehicles': 316, 'duration_avg': 188.54430379746836}
27492;27484;{'route_I_counts': {1071: 127}, 'd': 1201, 'n_vehicles': 127, 'duration_avg': 77.95275590551181}
27492;27461;{'route_I_counts': {1071: 123}, 'd': 2263, 'n_vehicles': 123, 'duration_avg': 169.26829268292684}
27493;27478;{'route_I_counts': {1071: 106}, 'd': 1996, 'n_vehicles': 106, 'duration_avg': 138.11320754716982}
875;680;{'route_I_counts': {171: 69}, 'd': 4489, 'n_vehicles': 69, 'duration_avg': 306.0869565217391}
875;613;{'route_I_counts': {167: 72}, 'd': 3915, 'n_vehicles': 72, 'duration_avg': 267.5}
27504;27505;{'route_I_counts': {1074: 26}, 'd': 2797, 'n_vehicles': 26, 'duration_avg': 219.23076923076923}
27504;27019;{'route_I_counts': {1074: 27}, 'd': 3271, 'n_vehicles': 27, 'duration_avg': 211.11111111111111}
27505;27504;{'route_I_counts': {1074: 27}, 'd': 2797, 'n_vehicles': 27, 'duration_avg': 182.22222222222223}
27506;27090;{'route_I_counts': {1074: 37}, 'd': 11365, 'n_vehicles': 37, 'duration_avg': 616.2162162162163}
27506;27507;{'route_I_counts': {1078: 210}, 'd': 1637, 'n_vehicles': 210, 'duration_avg': 120.57142857142857}
27506;27124;{'route_I_counts': {1074: 100}, 'd': 9330, 'n_vehicles': 100, 'duration_avg': 572.4}
27506;27086;{'route_I_counts': {1078: 68}, 'd': 5244, 'n_vehicles': 68, 'duration_avg': 367.94117647058823}
27506;27128;{'route_I_counts': {1074: 11}, 'd': 17474, 'n_vehicles': 11, 'duration_avg': 954.5454545454545}
27506;27156;{'route_I_counts': {1074: 9}, 'd': 21736, 'n_vehicles': 9, 'duration_avg': 960.0}
27506;27132;{'route_I_counts': {1074: 92}, 'd': 4519, 'n_vehicles': 92, 'duration_avg': 302.60869565217394}
27506;27508;{'route_I_counts': {1078: 11}, 'd': 3181, 'n_vehicles': 11, 'duration_avg': 240.0}
27283;27282;{'route_I_counts': {1070: 168}, 'd': 2662, 'n_vehicles': 168, 'duration_avg': 180.0}
27283;27284;{'route_I_counts': {1070: 166}, 'd': 1979, 'n_vehicles': 166, 'duration_avg': 120.0}
27508;27506;{'route_I_counts': {1078: 16}, 'd': 3181, 'n_vehicles': 16, 'duration_avg': 303.75}
27508;27507;{'route_I_counts': {1078: 207}, 'd': 1588, 'n_vehicles': 207, 'duration_avg': 133.04347826086956}
27508;27132;{'route_I_counts': {1078: 188}, 'd': 1350, 'n_vehicles': 188, 'duration_avg': 120.31914893617021}
27508;27086;{'route_I_counts': {1078: 33}, 'd': 2203, 'n_vehicles': 33, 'duration_avg': 178.1818181818182}
27509;27124;{'route_I_counts': {1074: 86}, 'd': 2677, 'n_vehicles': 86, 'duration_avg': 198.13953488372093}
27509;27510;{'route_I_counts': {1074: 87}, 'd': 1228, 'n_vehicles': 87, 'duration_avg': 151.72413793103448}
27510;27509;{'route_I_counts': {1074: 86}, 'd': 1228, 'n_vehicles': 86, 'duration_avg': 89.30232558139535}
661;232;{'route_I_counts': {168: 112}, 'd': 1299, 'n_vehicles': 112, 'duration_avg': 132.85714285714286}
661;571;{'route_I_counts': {165: 106}, 'd': 1650, 'n_vehicles': 106, 'duration_avg': 151.69811320754718}
27520;27521;{'route_I_counts': {1076: 14}, 'd': 2167, 'n_vehicles': 14, 'duration_avg': 124.28571428571429}
27520;27420;{'route_I_counts': {1076: 11}, 'd': 2393, 'n_vehicles': 11, 'duration_avg': 180.0}
832;409;{'route_I_counts': {136: 103, 133: 10}, 'd': 2896, 'n_vehicles': 113, 'duration_avg': 239.46902654867256}
832;833;{'route_I_counts': {137: 19, 138: 101}, 'd': 1890, 'n_vehicles': 120, 'duration_avg': 123.5}
27522;27521;{'route_I_counts': {1076: 11}, 'd': 3062, 'n_vehicles': 11, 'duration_avg': 180.0}
27522;27420;{'route_I_counts': {1076: 5}, 'd': 7564, 'n_vehicles': 5, 'duration_avg': 300.0}
27457;27456;{'route_I_counts': {1071: 318}, 'd': 4657, 'n_vehicles': 318, 'duration_avg': 218.11320754716982}
27457;27458;{'route_I_counts': {1071: 325}, 'd': 2604, 'n_vehicles': 325, 'duration_avg': 138.83076923076922}
27534;27456;{'route_I_counts': {1078: 84}, 'd': 1036, 'n_vehicles': 84, 'duration_avg': 126.42857142857143}
27534;27086;{'route_I_counts': {1078: 87}, 'd': 1822, 'n_vehicles': 87, 'duration_avg': 126.20689655172414}
27535;27052;{'route_I_counts': {1078: 67}, 'd': 3252, 'n_vehicles': 67, 'duration_avg': 231.9402985074627}
27535;27053;{'route_I_counts': {1078: 21}, 'd': 1733, 'n_vehicles': 21, 'duration_avg': 120.0}
27535;27054;{'route_I_counts': {1078: 84}, 'd': 1151, 'n_vehicles': 84, 'duration_avg': 98.57142857142857}
27536;27537;{'route_I_counts': {1078: 76}, 'd': 2528, 'n_vehicles': 76, 'duration_avg': 150.0}
27536;27054;{'route_I_counts': {1078: 77}, 'd': 2398, 'n_vehicles': 77, 'duration_avg': 187.01298701298703}
27537;27536;{'route_I_counts': {1078: 77}, 'd': 2528, 'n_vehicles': 77, 'duration_avg': 180.0}
27537;27538;{'route_I_counts': {1078: 76}, 'd': 1263, 'n_vehicles': 76, 'duration_avg': 105.0}
27538;27537;{'route_I_counts': {1078: 77}, 'd': 1263, 'n_vehicles': 77, 'duration_avg': 120.0}
27538;27539;{'route_I_counts': {1078: 76}, 'd': 1356, 'n_vehicles': 76, 'duration_avg': 119.21052631578948}
27539;27538;{'route_I_counts': {1078: 77}, 'd': 1356, 'n_vehicles': 77, 'duration_avg': 84.15584415584415}
27539;27540;{'route_I_counts': {1078: 76}, 'd': 1014, 'n_vehicles': 76, 'duration_avg': 119.21052631578948}
27540;27539;{'route_I_counts': {1078: 77}, 'd': 1014, 'n_vehicles': 77, 'duration_avg': 112.98701298701299}
27540;27541;{'route_I_counts': {1078: 76}, 'd': 2262, 'n_vehicles': 76, 'duration_avg': 140.52631578947367}
27541;27540;{'route_I_counts': {1078: 77}, 'd': 2262, 'n_vehicles': 77, 'duration_avg': 171.42857142857142}
27541;27542;{'route_I_counts': {1078: 76}, 'd': 1501, 'n_vehicles': 76, 'duration_avg': 120.0}
27542;27541;{'route_I_counts': {1078: 77}, 'd': 1501, 'n_vehicles': 77, 'duration_avg': 110.64935064935065}
27542;27543;{'route_I_counts': {1078: 76}, 'd': 1900, 'n_vehicles': 76, 'duration_avg': 232.89473684210526}
27543;27542;{'route_I_counts': {1078: 77}, 'd': 1900, 'n_vehicles': 77, 'duration_avg': 128.57142857142858}
27543;27549;{'route_I_counts': {1078: 48}, 'd': 2546, 'n_vehicles': 48, 'duration_avg': 240.0}
27543;27550;{'route_I_counts': {1078: 49}, 'd': 3042, 'n_vehicles': 49, 'duration_avg': 241.22448979591837}
27544;27056;{'route_I_counts': {1078: 75}, 'd': 1647, 'n_vehicles': 75, 'duration_avg': 120.0}
27544;27545;{'route_I_counts': {1078: 76}, 'd': 1251, 'n_vehicles': 76, 'duration_avg': 108.15789473684211}
27545;27544;{'route_I_counts': {1078: 75}, 'd': 1251, 'n_vehicles': 75, 'duration_avg': 106.4}
27545;27546;{'route_I_counts': {1078: 76}, 'd': 1251, 'n_vehicles': 76, 'duration_avg': 141.31578947368422}
27546;27545;{'route_I_counts': {1078: 75}, 'd': 1251, 'n_vehicles': 75, 'duration_avg': 120.0}
27547;27548;{'route_I_counts': {1078: 49}, 'd': 982, 'n_vehicles': 49, 'duration_avg': 60.0}
27548;27547;{'route_I_counts': {1078: 48}, 'd': 982, 'n_vehicles': 48, 'duration_avg': 180.0}
27548;27549;{'route_I_counts': {1078: 49}, 'd': 1659, 'n_vehicles': 49, 'duration_avg': 120.0}
27549;27548;{'route_I_counts': {1078: 48}, 'd': 1659, 'n_vehicles': 48, 'duration_avg': 120.0}
27549;27543;{'route_I_counts': {1078: 49}, 'd': 2546, 'n_vehicles': 49, 'duration_avg': 178.77551020408163}
27550;27543;{'route_I_counts': {1078: 48}, 'd': 3042, 'n_vehicles': 48, 'duration_avg': 180.0}
668;840;{'route_I_counts': {164: 10, 166: 57, 167: 65}, 'd': 1616, 'n_vehicles': 132, 'duration_avg': 156.8181818181818}
668;650;{'route_I_counts': {169: 6, 170: 66, 171: 52}, 'd': 1356, 'n_vehicles': 124, 'duration_avg': 132.58064516129033}
668;651;{'route_I_counts': {170: 3, 171: 4}, 'd': 3835, 'n_vehicles': 7, 'duration_avg': 240.0}
27464;27465;{'route_I_counts': {1071: 127}, 'd': 1663, 'n_vehicles': 127, 'duration_avg': 104.40944881889764}
27464;27462;{'route_I_counts': {1071: 7}, 'd': 2936, 'n_vehicles': 7, 'duration_avg': 240.0}
27464;27463;{'route_I_counts': {1071: 130}, 'd': 1303, 'n_vehicles': 130, 'duration_avg': 64.15384615384616}
27105;27104;{'route_I_counts': {1073: 45}, 'd': 1149, 'n_vehicles': 45, 'duration_avg': 120.0}
27105;27057;{'route_I_counts': {1073: 23}, 'd': 14628, 'n_vehicles': 23, 'duration_avg': 725.2173913043479}
27105;27118;{'route_I_counts': {1073: 20}, 'd': 5931, 'n_vehicles': 20, 'duration_avg': 315.0}
673;593;{'route_I_counts': {136: 43, 134: 34}, 'd': 1497, 'n_vehicles': 77, 'duration_avg': 120.0}
673;161;{'route_I_counts': {138: 42, 140: 34}, 'd': 1880, 'n_vehicles': 76, 'duration_avg': 165.78947368421052}
27298;27297;{'route_I_counts': {1070: 60}, 'd': 1884, 'n_vehicles': 60, 'duration_avg': 120.0}
27298;27299;{'route_I_counts': {1070: 60}, 'd': 1997, 'n_vehicles': 60, 'duration_avg': 120.0}
27448;27449;{'route_I_counts': {1069: 83}, 'd': 910, 'n_vehicles': 83, 'duration_avg': 109.1566265060241}
27448;27447;{'route_I_counts': {1069: 83}, 'd': 767, 'n_vehicles': 83, 'duration_avg': 60.0}
